ID,Name,Date,Time,Latitude,Longitude,Maximum Wind,Status,Estimated Central Pressure,Pressure Drop
C6,GAJA,20181118,0,10.3N,69.6E,30,DD,1003,5
C6,GAJA,20181118,300,10.4N,69.4E,30,DD,1003,5
C6,GAJA,20181118,600,10.5N,69.0E,30,DD,1003,5
C6,GAJA,20181118,1200,10.7N,68.5E,30,DD,1003,5
C6,GAJA,20181118,1800,10.8N,67.5E,30,DD,1003,5
C6,GAJA,20181119,0,11.0N,66.6E,30,DD,1003,5
C6,GAJA,20181119,300,11.1N,66.3E,30,DD,1003,5
C6,GAJA,20181119,600,11.2N,65.8E,25,D,1004,4
C6,GAJA,20181119,1200,11.2N,65.0E,25,D,1004,4
C7,PHETHAI,20181213,0,6.5N,88.7E,25,D,1004,3
C7,PHETHAI,20181213,300,6.7N,88.6E,25,D,1004,3
C7,PHETHAI,20181213,600,6.8N,88.5E,25,D,1003,4
C7,PHETHAI,20181213,1200,7.3N,88.2E,25,D,1003,4
C7,PHETHAI,20181213,1800,7.6N,88.0E,30,DD,1002,5
C7,PHETHAI,20181213,0,8.2N,87.6E,30,DD,1002,5
C7,PHETHAI,20181214,300,8.5N,87.4E,30,DD,1002,5
C7,PHETHAI,20181214,600,8.5N,87.4E,30,DD,1002,5
C7,PHETHAI,20181214,1200,8.6N,86.8E,30,DD,1002,5
C7,PHETHAI,20181214,1800,8.8N,86.2E,30,DD,1002,5
C7,PHETHAI,20181215,0,9.0N,85.5E,30,DD,1002,5
C7,PHETHAI,20181215,300,9.2N,85.2E,30,DD,1001,6
C7,PHETHAI,20181215,600,9.4N,85.1E,30,DD,1001,6
C7,PHETHAI,20181215,1200,10.3N,84.9E,35,CS,1000,7
C7,PHETHAI,20181215,1500,10.7N,84.7E,35,CS,1000,7
C7,PHETHAI,20181215,1800,11.0N,84.6E,35,CS,1000,7
C7,PHETHAI,20181215,2100,11.1N,84.5E,35,CS,1000,7
C7,PHETHAI,20181216,0,11.3N,84.3E,40,CS,998,8
C7,PHETHAI,20181216,300,11.8N,84.1E,45,CS,996,10
C7,PHETHAI,20181216,600,12.2N,83.9E,45,CS,996,10
C7,PHETHAI,20181216,900,12.6N,83.6E,50,SCS,994,13
C7,PHETHAI,20181216,1200,13.3N,83.0E,55,SCS,992,15
C7,PHETHAI,20181216,1500,13.8N,82.7E,55,SCS,992,15
C7,PHETHAI,20181216,1800,14.0N,82.5E,55,SCS,992,15
C7,PHETHAI,20181216,2100,14.5N,82.2E,55,SCS,992,15
C7,PHETHAI,20181217,0,15.2N,82.2E,50,SCS,994,13
C7,PHETHAI,20181217,300,15.8N,82.2E,45,CS,997,10
C7,PHETHAI,20181217,600,16.2N,82.2E,45,CS,997,10
C7,PHETHAI,20181217,900,16.7N,82.3E,40,CS,998,8
C7,PHETHAI,20181217,1200,16.9N,82.4E,30,DD,1001,6
C7,PHETHAI,20181217,1500,17.3N,82.5E,30,DD,1004,5
C7,PHETHAI,20181217,1800,17.5N,82.5E,25,D,1006,3
D1,MAARUTHA,20170415,0,12.0N,88.0E,25,D,1001,3
D1,MAARUTHA,20170415,300,12.5N,88.3E,25,D,1001,3
D1,MAARUTHA,20170415,600,13.2N,89.0E,25,D,1000,4
D1,MAARUTHA,20170415,900,13.7N,89.5E,30,DD,999,5
D1,MAARUTHA,20170415,1200,14.3N,90.1E,30,DD,999,5
D1,MAARUTHA,20170415,1800,15.3N,91.0E,35,CS,998,6
D1,MAARUTHA,20170415,2100,15.5N,91.2E,40,CS,996,8
D1,MAARUTHA,20170416,0,16.2N,92.0E,40,CS,996,8
D1,MAARUTHA,20170416,300,16.7N,92.5E,40,CS,996,8
D1,MAARUTHA,20170416,600,17.0N,92.9E,40,CS,996,8
D1,MAARUTHA,20170416,900,17.5N,93.2E,40,CS,996,8
D1,MAARUTHA,20170416,1200,17.8N,93.6E,40,CS,996,8
D1,MAARUTHA,20170416,1500,18.1N,93.9E,40,CS,996,8
D1,MAARUTHA,20170416,1800,18.4N,94.3E,40,CS,996,8
D1,MAARUTHA,20170417,2100,19.0N,95.0E,30,DD,1000,5
D1,MAARUTHA,20170417,0,19.5N,95.5E,20,D,1002,3
D2,MORA,20170528,0,14.0N,88.5E,25,D,998,3
D2,MORA,20170528,300,14.5N,89.5E,25,D,998,3
D2,MORA,20170528,600,15.0N,90.0E,25,D,997,3
D2,MORA,20170528,900,15.4N,90.5E,30,DD,996,4
D2,MORA,20170528,1200,15.7N,90.7E,30,DD,995,5
D2,MORA,20170528,1500,16.0N,91.0E,35,CS,994,6
D2,MORA,20170528,1800,16.3N,91.2E,35,CS,994,6
D2,MORA,20170528,2100,16.6N,91.3E,40,CS,992,8
D2,MORA,20170529,0,17.0N,91.3E,45,CS,990,10
D2,MORA,20170529,300,17.3N,91.3E,45,CS,990,10
D2,MORA,20170529,600,17.8N,91.4E,45,CS,988,10
D2,MORA,20170529,900,18.3N,91.5E,45,CS,986,11
D2,MORA,20170529,1200,18.6N,91.5E,50,SCS,984,12
D2,MORA,20170529,1500,18.8N,91.5E,55,SCS,980,16
D2,MORA,20170529,1800,20.0N,91.6E,55,SCS,980,16
D2,MORA,20170529,2100,20.3N,91.6E,60,SCS,978,18
D2,MORA,20170530,0,21.1N,91.8E,60,SCS,978,18
D2,MORA,20170530,300,21.8N,91.9E,60,SCS,978,18
D2,MORA,20170530,600,22.8N,91.9E,55,SCS,982,16
D2,MORA,20170530,900,23.6N,92.1E,40,CS,988,10
D2,MORA,20170530,1200,24.2N,92.2E,30,DD,990,6
D2,MORA,20170530,1800,25.3N,92.4E,20,D,994,4
D3,OCKHI,20171129,300,6.5N,81.8E,25,D,1004,3
D3,OCKHI,20171129,600,6.5N,80.4E,25,D,1004,4
D3,OCKHI,20171129,1200,6.2N,80.0E,25,D,1002,4
D3,OCKHI,20171129,1800,6.3N,79.2E,25,D,1002,4
D3,OCKHI,20171129,2100,6.5N,78.6E,30,DD,1001,5
D3,OCKHI,20171130,0,6.7N,78.3E,30,DD,1000,6
D3,OCKHI,20171130,300,7.5N,77.5E,35,CS,999,7
D3,OCKHI,20171130,600,7.8N,76.9E,40,CS,998,8
D3,OCKHI,20171130,900,7.9N,76.4E,45,CS,996,10
D3,OCKHI,20171130,1200,8.2N,75.8E,45,CS,996,10
D3,OCKHI,20171130,1500,8.3N,75.4E,45,CS,996,10
D3,OCKHI,20171130,1800,8.5N,74.9E,45,CS,994,12
D3,OCKHI,20171130,2100,8.6N,74.5E,45,CS,994,12
D3,OCKHI,20171201,0,8.8N,74.0E,50,SCS,992,14
D3,OCKHI,20171201,300,8.9N,73.8E,55,SCS,990,16
D3,OCKHI,20171201,600,9.0N,73.4E,60,SCS,989,18
D3,OCKHI,20171201,900,9.1N,73.0E,65,VSCS,988,21
D3,OCKHI,20171201,1200,9.2N,72.8E,65,VSCS,986,22
D3,OCKHI,20171201,1500,9.3N,72.5E,65,VSCS,984,24
D3,OCKHI,20171201,1800,9.4N,72.1E,70,VSCS,982,26
D3,OCKHI,20171201,2100,9.5N,71.8E,75,VSCS,980,28
D3,OCKHI,20171202,0,9.6N,71.5E,80,VSCS,978,30
D3,OCKHI,20171202,300,9.7N,71.2E,80,VSCS,978,32
D3,OCKHI,20171202,600,9.8N,71.0E,85,VSCS,976,34
D3,OCKHI,20171202,900,10.2N,70.6E,85,VSCS,976,34
D3,OCKHI,20171202,1200,10.5N,70.3E,85,VSCS,976,34
D3,OCKHI,20171202,1500,10.8N,70.0E,85,VSCS,976,34
D3,OCKHI,20171202,1800,11.1N,69.7E,85,VSCS,976,34
D3,OCKHI,20171202,2100,11.3N,69.5E,85,VSCS,976,34
D3,OCKHI,20171203,0,11.7N,69.2E,85,VSCS,976,34
D3,OCKHI,20171203,300,12.1N,69.0E,80,VSCS,977,32
D3,OCKHI,20171203,600,12.3N,68.9E,75,VSCS,978,30
D3,OCKHI,20171203,900,12.4N,68.8E,75,VSCS,980,28
D3,OCKHI,20171203,1200,12.9N,68.7E,75,VSCS,982,28
D3,OCKHI,20171203,1500,13.1N,68.6E,75,VSCS,982,28
D3,OCKHI,20171203,1800,13.5N,68.5E,75,VSCS,982,28
D3,OCKHI,20171203,2100,14.0N,68.5E,75,VSCS,982,28
D3,OCKHI,20171204,0,14.5N,68.5E,70,VSCS,984,24
D3,OCKHI,20171204,300,14.7N,68.5E,65,VSCS,986,22
D3,OCKHI,20171204,600,14.9N,68.7E,65,VSCS,986,22
D3,OCKHI,20171204,900,15.2N,69.0E,65,VSCS,986,22
D3,OCKHI,20171204,1200,15.7N,69.2E,60,VSCS,988,18
D3,OCKHI,20171204,1500,16.1N,69.5E,60,VSCS,988,18
D3,OCKHI,20171204,1800,16.5N,69.8E,55,SCS,990,16
D3,OCKHI,20171204,2100,16.9N,70.1E,55,SCS,992,14
D3,OCKHI,20171205,0,17.3N,70.4E,50,SCS,994,12
D3,OCKHI,20171205,300,17.7N,70.7E,45,CS,996,10
D3,OCKHI,20171205,600,18.1N,71.0E,40,CS,998,8
D3,OCKHI,20171205,900,18.3N,71.2E,30,DD,1000,6
D3,OCKHI,20171205,1200,18.5N,71.4E,30,DD,1002,5
D3,OCKHI,20171205,1500,18.8N,71.6E,25,D,1003,4
D3,OCKHI,20171205,1800,19.2N,71.9E,20,D,1004,3
D4,04B,20171206,300,8.5N,88.5E,25,D,1004,4
D4,04B,20171206,600,8.8N,88.3E,25,D,1004,4
D4,04B,20171206,1200,9.8N,88.0E,25,D,1004,4
D4,04B,20171206,1800,10.0N,88.0E,25,D,1004,4
D4,04B,20171207,0,11.1N,88.0E,25,D,1004,4
D4,04B,20171207,300,12.0N,88.0E,25,D,1004,4
D4,04B,20171207,600,12.2N,87.9E,25,D,1004,4
D4,04B,20171207,1200,12.8N,87.7E,25,D,1004,4
D4,04B,20171207,1800,13.4N,87.6E,25,D,1004,4
D4,04B,20171208,0,14.3N,87.0E,30,DD,1002,6
D4,04B,20171208,300,15.0N,86.8E,30,DD,1002,6
D4,04B,20171208,600,15.5N,86.7E,30,DD,1002,6
D4,04B,20171208,1200,16.5N,86.3E,30,DD,1002,6
D4,04B,20171208,1800,18.0N,86.2E,25,D,1004,4
D4,04B,20171209,0,19.0N,86.3E,25,D,1004,4
D4,04B,20171209,300,19.2N,86.5E,25,D,1004,4
D4,04B,20171209,600,19.5N,86.7E,25,D,1004,4
E1,ROANU,20160517,300,11.0N,81.0E,25,D,1000,3
E1,ROANU,20160517,600,11.3N,80.9E,25,D,999,3
E1,ROANU,20160517,1200,12.0N,80.7E,25,D,998,3
E1,ROANU,20160517,1800,12.5N,80.7E,25,D,998,4
E1,ROANU,20160518,0,13.0N,80.8E,25,D,998,4
E1,ROANU,20160518,300,13.3N,81.0E,30,DD,997,5
E1,ROANU,20160518,600,13.8N,81.0E,30,DD,996,5
E1,ROANU,20160518,1200,14.4N,81.0E,30,DD,996,5
E1,ROANU,20160518,1800,14.4N,81.0E,30,DD,994,7
E1,ROANU,20160519,0,15.1N,81.4E,35,CS,990,7
E1,ROANU,20160519,300,15.6N,81.6E,35,CS,990,8
E1,ROANU,20160519,600,15.6N,81.6E,40,CS,988,8
E1,ROANU,20160519,1200,16.0N,81.9E,40,CS,988,8
E1,ROANU,20160519,1500,16.2N,82.2E,40,CS,988,8
E1,ROANU,20160519,1800,16.4N,82.6E,40,CS,988,8
E1,ROANU,20160519,2100,16.8N,82.8E,40,CS,988,8
E1,ROANU,20160520,0,17.2N,83.3E,40,CS,988,8
E1,ROANU,20160520,300,18.0N,84.2E,40,CS,988,8
E1,ROANU,20160520,600,18.4N,84.6E,40,CS,988,9
E1,ROANU,20160520,900,18.8N,85.0E,40,CS,988,9
E1,ROANU,20160520,1200,19.7N,86.5E,40,CS,988,9
E1,ROANU,20160520,1500,20.1N,87.1E,40,CS,986,9
E1,ROANU,20160520,1800,20.4N,87.7E,45,CS,984,11
E1,ROANU,20160520,2100,20.7N,88.4E,45,CS,983,11
E1,ROANU,20160521,0,21.0N,89.0E,45,CS,983,11
E1,ROANU,20160521,300,21.5N,90.3E,45,CS,983,11
E1,ROANU,20160521,600,21.9N,91.0E,45,CS,983,11
E1,ROANU,20160521,900,22.5N,91.5E,45,CS,983,11
E1,ROANU,20160521,1200,22.8N,92.0E,35,CS,990,6
E1,ROANU,20160521,1500,23.5N,93.0E,30,DD,992,4
E1,ROANU,20160521,1800,24.0N,94.0E,30,DD,994,4
E1,ROANU,20160522,0,24.5N,94.7E,20,D,996,3
E2,02A,20160627,900,21.5N,64.5E,25,D,996,4
E2,02A,20160627,1200,21.5N,64.0E,25,D,996,4
E2,02A,20160627,1800,21.5N,64.0E,25,D,996,4
E2,02A,20160628,0,21.8N,64.0E,25,D,996,4
E2,02A,20160628,300,21.3N,62.5E,25,D,996,4
E2,02A,20160628,600,21.3N,62.5E,25,D,996,4
E2,02A,20160628,1200,20.8N,62.3E,25,D,996,4
E2,02A,20160628,1800,20.3N,62.4E,25,D,996,4
E2,02A,20160629,0,20.3N,62.3E,25,D,996,4
E3,KYANT,20161021,0,13.5N,88.5E,25,D,1003,3
E3,KYANT,20161021,300,13.6N,88.8E,25,D,1003,3
E3,KYANT,20161021,600,13.7N,89.3E,25,D,1003,3
E3,KYANT,20161021,1200,13.9N,89.8E,25,D,1003,3
E3,KYANT,20161021,1800,13.9N,89.9E,25,D,1003,3
E3,KYANT,20161022,0,13.9N,90.0E,25,D,1002,4
E3,KYANT,20161022,300,14.0N,90.5E,25,D,1002,4
E3,KYANT,20161022,600,14.5N,91.3E,25,D,1002,4
E3,KYANT,20161022,1200,14.9N,92.0E,25,D,1002,4
E3,KYANT,20161022,1800,15.2N,92.5E,25,D,1002,4
E3,KYANT,20161023,0,15.5N,93.0E,25,D,1002,4
E3,KYANT,20161023,300,15.5N,93.0E,30,DD,1000,5
E3,KYANT,20161023,600,15.5N,93.0E,30,DD,1000,5
E3,KYANT,20161023,1200,15.7N,93.1E,30,DD,1000,5
E3,KYANT,20161023,1800,16.0N,93.2E,30,DD,1000,5
E3,KYANT,20161024,0,16.4N,93.2E,30,DD,1000,5
E3,KYANT,20161024,300,16.4N,93.2E,30,DD,1000,5
E3,KYANT,20161024,600,16.5N,93.1E,30,DD,1000,5
E3,KYANT,20161024,1200,16.7N,92.7E,30,DD,1000,5
E3,KYANT,20161024,1800,16.8N,92.3E,30,DD,1000,5
E3,KYANT,20161025,0,16.9N,91.7E,30,DD,1000,5
E3,KYANT,20161025,300,17.0N,91.2E,35,CS,998,6
E3,KYANT,20161025,600,17.0N,90.9E,35,CS,998,6
E3,KYANT,20161025,900,16.8N,90.6E,35,CS,998,6
E3,KYANT,20161025,1200,16.9N,90.5E,35,CS,998,6
E3,KYANT,20161025,1500,16.7N,90.2E,35,CS,998,6
E3,KYANT,20161025,1800,16.7N,89.8E,35,CS,998,6
E3,KYANT,20161025,2100,16.5N,89.6E,35,CS,997,7
E3,KYANT,20161026,0,16.6N,89.0E,40,CS,996,8
E3,KYANT,20161026,300,16.6N,88.5E,40,CS,996,8
E3,KYANT,20161026,600,16.5N,88.0E,40,CS,996,8
E3,KYANT,20161026,900,16.4N,87.5E,40,CS,996,8
E3,KYANT,20161026,1200,16.3N,87.0E,40,CS,996,8
E3,KYANT,20161026,1500,16.2N,86.6E,40,CS,997,7
E3,KYANT,20161026,1800,16.1N,86.4E,35,CS,998,6
E3,KYANT,20161026,2100,15.9N,85.9E,30,DD,1000,5
E3,KYANT,20161027,0,15.7N,85.5E,30,DD,1002,5
E3,KYANT,20161027,300,15.6N,85.0E,30,DD,1002,5
E3,KYANT,20161027,600,15.6N,84.5E,30,DD,1003,5
E3,KYANT,20161027,1200,15.5N,83.5E,30,D,1004,4
E3,KYANT,20161027,1800,15.4N,83.0E,25,D,1004,3
E4,NADA,20161129,1200,6.5N,87.5E,25,D,1004,2
E4,NADA,20161129,1800,7.2N,86.7E,25,D,1003,2
E4,NADA,20161130,0,7.8N,85.7E,30,DD,1002,3
E4,NADA,20161130,300,8.2N,85.3E,35,CS,1002,4
E4,NADA,20161130,600,8.7N,85.0E,35,CS,1002,4
E4,NADA,20161130,900,9.5N,84.3E,35,CS,1002,4
E4,NADA,20161130,1200,9.8N,84.0E,40,CS,1000,4
E4,NADA,20161130,1500,10.0N,83.5E,40,CS,1000,4
E4,NADA,20161130,1800,10.3N,83.0E,40,CS,1000,4
E4,NADA,20161130,2100,10.4N,82.0E,40,CS,1000,4
E4,NADA,20161201,0,10.4N,81.8E,35,CS,1000,4
E4,NADA,20161201,300,10.4N,81.7E,30,CS,1001,4
E4,NADA,20161201,600,10.6N,81.2E,30,DD,1003,3
E4,NADA,20161201,1200,10.7N,80.7E,30,DD,1004,3
E4,NADA,20161201,1800,10.8N,80.2E,25,D,1006,2
E4,NADA,20161202,0,10.8N,79.7E,25,D,1006,2
E5,VARDAH,20161206,900,8.5N,91.0E,25,D,1002,3
E5,VARDAH,20161206,1200,8.5N,90.5E,25,D,1002,3
E5,VARDAH,20161206,1800,9.5N,90.5E,25,D,1002,3
E5,VARDAH,20161207,0,9.8N,90.5E,25,D,1002,4
E5,VARDAH,20161207,300,9.8N,90.5E,25,D,1002,4
E5,VARDAH,20161207,600,9.8N,90.5E,25,D,1002,4
E5,VARDAH,20161207,1200,10.0N,90.5E,25,D,1002,4
E5,VARDAH,20161207,1800,10.8N,90.5E,30,DD,1000,5
E5,VARDAH,20161208,0,11.2N,90.5E,35,CS,998,6
E5,VARDAH,20161208,300,11.5N,90.5E,35,CS,998,7
E5,VARDAH,20161208,600,11.5N,90.5E,35,CS,998,7
E5,VARDAH,20161208,900,11.5N,90.5E,35,CS,998,7
E5,VARDAH,20161208,1200,11.7N,90.5E,40,CS,997,8
E5,VARDAH,20161208,1500,11.7N,90.5E,40,CS,997,8
E5,VARDAH,20161208,1800,11.8N,90.5E,40,CS,997,8
E5,VARDAH,20161208,2100,12.0N,90.5E,40,CS,997,8
E5,VARDAH,20161209,0,12.0N,90.4E,45,CS,996,10
E5,VARDAH,20161209,300,12.1N,90.4E,45,CS,996,10
E5,VARDAH,20161209,600,12.1N,90.3E,45,CS,996,10
E5,VARDAH,20161209,900,12.2N,90.3E,45,CS,996,10
E5,VARDAH,20161209,1200,12.2N,90.0E,45,CS,996,10
E5,VARDAH,20161209,1500,12.2N,89.9E,45,CS,994,12
E5,VARDAH,20161209,1800,12.3N,89.6E,50,SCS,992,14
E5,VARDAH,20161209,2100,12.5N,89.0E,55,SCS,990,16
E5,VARDAH,20161210,0,12.6N,88.4E,55,SCS,990,16
E5,VARDAH,20161210,300,12.7N,88.0E,55,SCS,990,16
E5,VARDAH,20161210,600,13.0N,87.4E,55,SCS,990,16
E5,VARDAH,20161210,900,13.1N,86.8E,60,SCS,988,18
E5,VARDAH,20161210,1200,13.2N,86.4E,65,VSCS,984,22
E5,VARDAH,20161210,1500,13.3N,85.9E,65,VSCS,984,22
E5,VARDAH,20161210,1800,13.3N,85.3E,65,VSCS,984,22
E5,VARDAH,20161210,2100,13.3N,85.0E,65,VSCS,982,22
E5,VARDAH,20161211,0,13.3N,84.7E,70,VSCS,980,24
E5,VARDAH,20161211,300,13.1N,84.3E,70,VSCS,980,24
E5,VARDAH,20161211,600,13.1N,83.7E,70,VSCS,980,24
E5,VARDAH,20161211,900,13.1N,83.3E,70,VSCS,980,24
E5,VARDAH,20161211,1200,13.3N,83.0E,70,VSCS,980,24
E5,VARDAH,20161211,1500,13.3N,82.5E,70,VSCS,980,24
E5,VARDAH,20161211,1800,13.1N,82.3E,70,VSCS,980,24
E5,VARDAH,20161211,2100,13.2N,81.9E,70,VSCS,978,26
E5,VARDAH,20161212,0,13.2N,81.6E,70,VSCS,975,26
E5,VARDAH,20161212,300,13.2N,81.2E,70,VSCS,975,26
E5,VARDAH,20161212,600,13.2N,80.7E,70,VSCS,975,26
E5,VARDAH,20161212,900,13.1N,80.3E,60,SCS,975,26
E5,VARDAH,20161212,1200,13.0N,79.9E,50,SCS,984,18
E5,VARDAH,20161212,1500,12.9N,79.5E,40,CS,994,10
E5,VARDAH,20161212,1800,12.7N,79.1E,30,DD,1002,5
E5,VARDAH,20161213,0,12.5N,78.0E,20,D,1003,3
F1,ASHOBAA,20150607,300,14.5N,68.5E,25,D,1004,3
F1,ASHOBAA,20150607,600,15.0N,68.2E,25,D,1004,3
F1,ASHOBAA,20150607,1200,16.0N,68.0E,25,D,1003,4
F1,ASHOBAA,20150607,1800,16.5N,68.0E,25,D,1003,4
F1,ASHOBAA,20150608,0,17.5N,67.5E,30,DD,996,5
F1,ASHOBAA,20150608,300,17.9N,67.2E,35,CS,994,7
F1,ASHOBAA,20150608,600,17.9N,67.2E,35,CS,994,7
F1,ASHOBAA,20150608,900,18.5N,66.7E,35,CS,994,7
F1,ASHOBAA,20150608,1200,18.6N,66.5E,35,CS,994,7
F1,ASHOBAA,20150608,1500,18.8N,66.2E,35,CS,994,7
F1,ASHOBAA,20150608,1800,19.2N,65.7E,35,CS,994,7
F1,ASHOBAA,20150608,2100,19.5N,65.3E,35,CS,994,7
F1,ASHOBAA,20150609,0,20.0N,65.0E,35,CS,992,8
F1,ASHOBAA,20150609,300,20.0N,65.0E,35,CS,992,8
F1,ASHOBAA,20150609,600,20.3N,64.6E,35,CS,990,10
F1,ASHOBAA,20150609,900,20.5N,63.8E,40,CS,990,10
F1,ASHOBAA,20150609,1200,21.0N,63.0E,40,CS,990,10
F1,ASHOBAA,20150609,1500,21.2N,62.5E,40,CS,990,10
F1,ASHOBAA,20150609,1800,21.2N,62.5E,45,CS,990,10
F1,ASHOBAA,20150609,2100,21.3N,62.3E,45,CS,990,10
F1,ASHOBAA,20150610,0,21.3N,62.1E,45,CS,990,10
F1,ASHOBAA,20150610,300,21.3N,61.8E,45,CS,990,10
F1,ASHOBAA,20150610,600,21.3N,61.5E,45,CS,990,10
F1,ASHOBAA,20150610,900,21.2N,61.1E,45,CS,990,10
F1,ASHOBAA,20150610,1200,21.2N,61.1E,45,CS,990,10
F1,ASHOBAA,20150610,1500,20.9N,60.8E,45,CS,990,10
F1,ASHOBAA,20150610,1800,20.9N,60.8E,45,CS,992,10
F1,ASHOBAA,20150610,2100,20.9N,60.8E,45,CS,992,10
F1,ASHOBAA,20150611,0,20.8N,60.8E,40,CS,994,10
F1,ASHOBAA,20150611,300,20.8N,60.8E,40,CS,994,10
F1,ASHOBAA,20150611,600,20.8N,60.5E,35,CS,994,10
F1,ASHOBAA,20150611,900,20.8N,60.3E,35,CS,994,10
F1,ASHOBAA,20150611,1200,20.8N,60.0E,35,CS,994,10
F1,ASHOBAA,20150611,1500,20.8N,59.7E,35,CS,994,10
F1,ASHOBAA,20150611,1800,20.8N,59.7E,30,DD,996,6
F1,ASHOBAA,20150612,0,20.8N,59.5E,25,D,996,4
F1,ASHOBAA,20150612,300,20.8N,59.5E,25,D,996,4
F1,ASHOBAA,20150612,600,20.8N,59.5E,25,D,996,4
F2,KOMEN,20150726,0,22.0N,90.8E,20,D,994,3
F2,KOMEN,20150726,300,22.0N,90.8E,20,D,994,3
F2,KOMEN,20150726,600,22.0N,90.5E,20,D,994,3
F2,KOMEN,20150726,1200,22.0N,90.5E,20,D,994,3
F2,KOMEN,20150726,1800,22.0N,90.5E,20,D,994,3
F2,KOMEN,20150727,0,22.0N,90.5E,20,D,994,3
F2,KOMEN,20150727,300,22.0N,90.5E,25,D,994,4
F2,KOMEN,20150727,600,22.0N,90.5E,25,D,994,4
F2,KOMEN,20150727,1200,22.0N,90.5E,25,D,994,4
F2,KOMEN,20150727,1800,22.0N,90.5E,25,D,994,4
F2,KOMEN,20150728,0,22.0N,90.5E,25,D,994,4
F2,KOMEN,20150728,300,22.0N,90.5E,25,D,994,4
F2,KOMEN,20150728,600,21.8N,90.3E,25,D,994,4
F2,KOMEN,20150728,1200,21.5N,90.2E,25,D,994,4
F2,KOMEN,20150728,1800,21.3N,90.6E,25,D,992,4
F2,KOMEN,20150729,0,21.0N,91.0E,30,DD,990,5
F2,KOMEN,20150729,300,21.1N,91.0E,30,DD,990,5
F2,KOMEN,20150729,600,21.2N,91.1E,30,DD,990,5
F2,KOMEN,20150729,1200,21.5N,91.4E,30,DD,988,6
F2,KOMEN,20150729,1800,21.6N,91.4E,35,CS,986,7
F2,KOMEN,20150730,0,21.7N,91.4E,35,CS,986,7
F2,KOMEN,20150730,300,22.0N,91.4E,35,CS,986,7
F2,KOMEN,20150730,600,22.2N,91.4E,40,CS,986,8
F2,KOMEN,20150730,900,22.3N,91.4E,40,CS,986,8
F2,KOMEN,20150730,1200,22.4N,91.4E,35,CS,988,7
F2,KOMEN,20150730,1500,22.6N,91.3E,35,CS,988,7
F2,KOMEN,20150730,1800,22.8N,91.1E,35,CS,988,7
F2,KOMEN,20150730,2100,23.0N,91.0E,30,DD,988,6
F2,KOMEN,20150731,0,23.1N,90.0E,30,DD,990,5
F2,KOMEN,20150731,300,23.1N,90.0E,30,DD,990,5
F2,KOMEN,20150731,600,23.1N,89.8E,30,DD,992,5
F2,KOMEN,20150731,1200,23.1N,89.5E,25,D,994,4
F2,KOMEN,20150731,1800,23.1N,89.4E,25,D,994,4
F2,KOMEN,20150801,0,23.2N,89.2E,20,D,994,4
F2,KOMEN,20150801,300,23.2N,89.2E,20,D,994,4
F2,KOMEN,20150801,600,23.5N,88.8E,20,D,994,4
F2,KOMEN,20150801,1200,23.8N,88.4E,20,D,994,4
F2,KOMEN,20150801,1800,23.8N,87.5E,20,D,994,4
F2,KOMEN,20150802,0,23.8N,86.7E,20,D,996,3
F2,KOMEN,20150802,300,23.5N,86.0E,20,D,996,3
F2,KOMEN,20150802,600,23.3N,85.7E,20,D,996,3
F2,KOMEN,20150802,900,23.1N,85.5E,20,D,996,3
F3,03A,20151009,0,14.0N,70.3E,25,D,1004,3
F3,03A,20151009,300,14.0N,70.3E,25,D,1004,4
F3,03A,20151009,600,14.1N,70.3E,25,D,1004,4
F3,03A,20151009,1200,14.3N,70.2E,25,D,1002,4
F3,03A,20151009,1800,14.7N,69.9E,30,DD,1001,5
F3,03A,20151010,0,15.0N,69.6E,30,DD,1001,5
F3,03A,20151010,300,15.1N,69.5E,30,DD,1001,5
F3,03A,20151010,600,15.1N,69.4E,30,DD,1000,6
F3,03A,20151010,1200,15.2N,69.3E,30,DD,1000,6
F3,03A,20151010,1800,15.3N,69.2E,30,DD,1000,6
F3,03A,20151011,0,15.5N,69.2E,30,DD,1001,5
F3,03A,20151011,300,15.6N,69.2E,25,D,1003,4
F3,03A,20151011,600,15.7N,69.2E,25,D,1003,4
F3,03A,20151011,1200,15.9N,69.2E,25,D,1004,3
F3,03A,20151011,1800,16.0N,69.2E,25,D,1004,3
F3,03A,20151012,0,16.1N,69.0E,20,D,1004,3
F4,CHAPALA,20151028,300,11.5N,65.0E,115,D,1005,3
F4,CHAPALA,20151028,600,11.8N,64.9E,115,D,1004,4
F4,CHAPALA,20151028,1200,12.5N,64.7E,115,DD,1001,5
F4,CHAPALA,20151028,1800,13.0N,64.7E,115,DD,1001,5
F4,CHAPALA,20151029,0,13.7N,64.3E,110,CS,999,7
F4,CHAPALA,20151029,300,13.8N,64.2E,110,CS,997,9
F4,CHAPALA,20151029,600,13.9N,63.8E,105,CS,996,10
F4,CHAPALA,20151029,900,14.0N,63.5E,105,SCS,994,12
F4,CHAPALA,20151029,1200,14.1N,63.3E,105,SCS,990,16
F4,CHAPALA,20151029,1500,14.3N,62.8E,105,SCS,988,18
F4,CHAPALA,20151029,1800,14.3N,62.5E,105,VSCS,984,22
F4,CHAPALA,20151029,2100,14.3N,62.3E,105,VSCS,976,30
F4,CHAPALA,20151030,0,14.3N,61.8E,105,ESCS,966,40
F4,CHAPALA,20151030,300,14.3N,61.5E,105,ESCS,954,52
